"배터리 용량(mAh, Typical)",통화 시간 (3G),인터넷 사용 시간(3G),인터넷 사용 시간(Wi-Fi),인터넷 사용 시간(LTE),교체 가능,동영상 재생 시간,오디오 재생 시간,크기(세로x가로x두께),무게,종류(Main),크기(Main),해상도(Main),색상 (Main),S펜 지원,SIM 사이즈,인프라,2G GSM,3G UMTS,4G LTE,외장 메모리 지원,RAM Size (GB),ROM Size (GB),사용할 수 있는 메모리*,메인 카메라 - 화소,메인 카메라 - 오토 포커스,메인 카메라 - 플래시,동영상 녹화 해상도,전면 카메라 - 화소,모바일 TV,Gear 매니저,S보이스,위치 기술,PC 싱크,블루투스 버전,MHL,ANT+,NFC,USB 버전,Wi-Fi,Wi-Fi Direct,블루투스 프로파일,이어잭,동영상 지원 포맷,동영상 지원 해상도,오디오 지원 포맷,색상,CPU 속도,통화 시간 (W-CDMA),웨어러블 디바이스 지원,크기 (Main),해상도 (Main),종류 (Main),색심도 (Main),CPU 종류,후면 카메라 - 오토 포커스,후면 카메라 - 플래쉬,스토리지(저장 용량) (GB),사용 가능한 스토리지(저장 용량) (GB),4G FDD LTE,4G TDD LTE,형태,"크기(세로x가로x두께, mm)",무게(g),인터넷 사용 시간(3G) (Hours),인터넷 사용 시간(LTE) (Hours),인터넷 사용 시간(Wi-Fi) (Hours),비디오 재생 시간 (Hours),표준 배터리 용량(mAh),오디오 재생 시간 (Hours),연속 통화시간(2G GSM) (Hours),연속 통화시간(3G WCDMA) (Hours),연속 통화시간(2G CDMA) (Hours),연속 통화시간(3G TD-SCDMA) (Hours),연속 통화시간(4G LTE) (Hours),웨어러블 디바이스,전면 카메라 - 조리개 값,외장 스토리지(저장 용량) 지원,Type of SIM Slot,3G TD-SCDMA,"오디오 재생 시간 (Hours, Always On Display Off)",Gear 서포트,메모리 (GB),SIM 개수,USB 인터페이스,삼성 덱스 서포트,크기 (Main Display),후면 카메라 - OIS,후면 카메라 - 줌,후면 카메라 줌,전면 카메라 - 오토 포커스,슬로우 모션,스테레오 지원,후면 카메라 - 화소 (Multiple),후면 카메라 - 조리개 값 (Multiple),5G TDD Sub6,"비디오 재생 시간 (Hours, Wireless)","오디오 재생 시간 (Hours, Wireless)",UWB (Ultra-Wideband),후면 카메라 - Laser AF 센서,최대 주사율 (Main),멀티 SIM,전면 카메라 - OIS,전면 카메라 - 플래쉬,메인 카메라 - 타입,5G FDD Sub6,크기 (Sub),해상도 (Sub),종류 (Sub),색심도 (Sub),커버 카메라 - 화소,커버 카메라 - 조리개 값,커버 카메라 - 오토 포커스,"접힌 상태시 크기(세로x가로x두께, mm)",언더 디스플레이 카메라 - 화소,언더 디스플레이 카메라 - 조리개 값,언더 디스플레이 카메라 - 오토 포커스,언더 디스플레이 카메라 - OIS,블루투스 보청기 지원,대기 시간 (LTE),대기 시간 (3G),통화 시간 (LTE),대기 시간 (W-CDMA),메인 카메라 - 이미지 센서
3700,,,,,아니오,,,,,,,,,,,,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @60fps,10.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.2,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE160, MIMO, 1024-QAM",예,,USB Type-C,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 8K (7680 x 4320) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",그라파이트,"3.18 GHz,2.7 GHz,2 GHz",,,,2640 x 1080 (FHD+),Dynamic AMOLED 2X,16 M,Octa-Core,예,예,512 GB,453.4GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B13(700),B17(700),B18(800),B19(800),B20(800),B25(1900),B26(850),B28(700),B66(AWS-3)","B38(2600),B39(1900),B40(2300),B41(2500)",플립,165.2 x 71.9 x 6.9,187,,최대 16,최대 16,,,,,,,,최대 34,,F2.4,,,,,"갤럭시 버즈2 프로,갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치5,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",8 GB,Dual-SIM,USB Type-C,미지원,170.3 mm,예,Digital Zoom up to 10x,,아니오,"960fps @HD,240fps @FHD",예,12.0 MP + 12.0 MP,"F1.8 , F2.2","N77(3700),N78(3500)",최대 19,최대 56,,,120 Hz,,,,,,48.2 mm,260 x 512,Super AMOLED,16 M,,,,84.9 x 71.9 x 15.9-17.1,,,,,,,,,,
4400,,,,,아니오,,,,,,,,,,"Nano-SIM (4FF),내장형 SIM","2G GSM,3G WCDMA,4G LTE FDD,4G LTE TDD,5G Sub6 FDD,5G Sub6 TDD","GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 8K (7680 x 4320) @30fps,,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.3,아니오,,예,USB 3.2 Gen 1,"802.11 a/b/g/n/ac/ax 2.4 G+5 GHz+6 GHz, HE160, MIMO, 1024-QAM",예,,USB Type-C,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 8K (7680 x 4320) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",팬텀 블랙,"3.36 GHz,2.8 GHz,2 GHz",,,,2176 x 1812 (QXGA+),Dynamic AMOLED 2X,16 M,Octa-Core,예,예,256 GB,217.5 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B13(700),B17(700),B18(800),B19(800),B20(800),B25(1900),B26(850),B28(700),B66(AWS-3)","B38(2600),B39(1900),B40(2300),B41(2500)",폴더,154.9 x 129.9 x 6.1,253,,최대 17,최대 18,,,,,,,,최대 40,,,,,,,"갤럭시 버즈2 프로,갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치6,갤럭시 워치5,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2",12 GB,Dual-SIM,USB Type-C,지원,192.1 mm,예,"3배 광학줌, 최대 30배 디지털줌",,,"960fps @FHD,240fps @FHD",예,50.0 MP + 12.0 MP + 10.0 MP,"F1.8 , F2.2 , F2.4","N38(2600),N40(2300),N41(2500),N77(3700),N78(3500)",최대 21,최대 73,예,,120 Hz,,,,,"N1(2100),N2(1900),N3(1800),N5(850),N7(2600),N8(900),N12(700),N20(800),N25(1900),N28(700),N66(AWS-3)",157.3 mm,2316 x 904 (HD+),Dynamic AMOLED 2X,16 M,10.0 MP,F2.2,아니오,154.9 x 67.1 x 13.4,4.0 MP,F1.8,아니오,아니오,보청기용 안드로이드 오디오 스트리밍(ASHA),,,,,
3700,,,,,아니오,,,,,,,,,,,"2G GSM,3G WCDMA,4G LTE FDD,4G LTE TDD,5G Sub6 FDD,5G Sub6 TDD","GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @60fps,10.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.3,아니오,,예,USB 3.2 Gen 1,"802.11 a/b/g/n/ac/ax 2.4 G+5 GHz+6 GHz, HE160, MIMO, 1024-QAM",예,,USB Type-C,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 8K (7680 x 4320) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",그라파이트,"3.36 GHz,2.8 GHz,2 GHz",,,,2640 x 1080 (FHD+),Dynamic AMOLED 2X,16 M,Octa-Core,예,예,512 GB,454.9 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B13(700),B17(700),B18(800),B19(800),B20(800),B25(1900),B26(850),B28(700),B66(AWS-3)","B38(2600),B39(1900),B40(2300),B41(2500)",플립,165.1 x 71.9 x 6.9,187,,최대 17,최대 17,,,,,,,,최대 35,,F2.2,,,,,"갤럭시 버즈2 프로,갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치6,갤럭시 워치5,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2",8 GB,Dual-SIM,USB Type-C,미지원,170.3 mm,예,최대 10배 디지털줌,,아니오,"960fps @FHD,240fps @FHD",예,12.0 MP + 12.0 MP,"F1.8 , F2.2","N38(2600),N40(2300),N41(2500),N77(3700),N78(3500)",최대 20,최대 57,,,120 Hz,,,,,"N1(2100),N2(1900),N3(1800),N5(850),N7(2600),N8(900),N12(700),N20(800),N25(1900),N28(700),N66(AWS-3)",86.1 mm,720 x 748,Super AMOLED,16 M,,,,85.1 x 71.9 x 15.1,,,,,보청기용 안드로이드 오디오 스트리밍(ASHA),,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),"2G GSM, 3G WCDMA, 4G LTE FDD, 4G LTE TDD","GSM850, GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850), B8(900)",,,,,,,,,FHD (1920 x 1080) @30fps,8.0 MP,아니오,,,"GPS, Glonass, Beidou, Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,아니오,예,USB 2.0,802.11 b/g/n 2.4GHz,예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",UHD 4K (3840 x 2160) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",차콜 블랙,"1.8 GHz, 1.6 GHz",,,,2340 x 1080 (FHD+),TFT,16 M,Octa-Core,예,예,32 GB,21.8 GB,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B20(800)","B38(2600), B40(2300), B41(2500)",터치 바,156.4 x 74.5 x 8.8,186,,최대 17,최대 17,최대 17,,최대 101,,,,,최대 37,,F2.0,MicroSD (최대 512 GB),,,,"갤럭시 버즈, 갤럭시 핏, 갤럭시 핏 e, 갤럭시 와치, 갤럭시 와치 액티브, 기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X, 기어 아이콘X (2018)",3 GB,Single-SIM,USB Type-C,미지원,160.0 mm,아니오,,Digital Zoom up to 4x,아니오,,아니오,13.0 MP + 5.0 MP,"F1.9 , F2.2",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B5(850),B8(900)",,,,,,,,,FHD?(1920 x 1080) @30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,아니오,USB 2.0,802.11 b/g/n 2.4 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD?(1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",블랙,2 GHz,,,,720 x 1600 (HD+),PLS TFT LCD,16 M,Octa-Core,예,예,32 GB,19.6 GB,"B1(2100),B3(1800),B5(850),B7(2600),B8(900)","B38(2600),B40(2300),B41(2500)",터치 바,164.0 x 75.9 x 9.7,214,,최대 20,최대 20,최대 19,,최대 92,,,,,최대 49,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 S,기어 아이콘X (2018)",3 GB,Single-SIM,USB Type-C,미지원,165.5 mm,아니오,,,아니오,,아니오,48.0 MP + 5.0 MP + 2.0 MP + 2.0 MP,"F2.0 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",라이트 블루,"2.2 GHz,1.8 GHz",,,,1080 x 2408 (FHD+),PLS LCD,16 M,Octa-Core,예,예,128 GB,102.9GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)","B38(2600),B40(2300),B41(2500)",터치 바,165.5 x 77.0 x 8.4,198,,최대 22,최대 23,최대 26,,최대 130,,,,,최대 44,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,167.2 mm,아니오,,Digital Zoom up to 10x,아니오,"480fps @HD,120fps @HD",아니오,50.0 MP + 8.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,,,,,,,,,,,,,UHD 4K (3840 x 2160) @30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.1,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",블루,"2.4 GHz,2 GHz",,,,1080 x 2408 (FHD+),TFT,16 M,Octa-Core,예,예,128 GB,100.9 GB,,,터치 바,165.4 x 76.9 x 8.4,198,,최대 21,최대 22,,,,,,,,최대 44,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",6 GB,Single-SIM,USB Type-C,미지원,167.2 mm,아니오,Digital Zoom up to 10x,,아니오,240fps @HD,아니오,50.0 MP + 5.0 MP + 2.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,,,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,32.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.2,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",블루,"2.4 GHz,2 GHz",,,,1080 x 2400 (FHD+),Super AMOLED Plus,16 M,Octa-Core,예,예,128 GB,101.0GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)","B38(2600),B40(2300),B41(2500)",터치 바,164.7 x 77.0 x 7.4,176,,최대 17,최대 17,,,,,,,,최대 39,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",8GB,Single-SIM,USB Type-C,미지원,169.5 mm,아니오,,,아니오,240fps @HD,아니오,108.0 MP + 8.0 MP + 2.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4 , F2.4","N77(3700),N78(3500)",최대 19,최대 87,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,QWXGA 2K (2048 x 1152)@30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD?(1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",그레이,"2.2 GHz,2 GHz",,,,1080 x 2408 (FHD+),TFT,16 M,Octa-Core,예,예,128 GB,100.0 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,167.2 x 76.4 x 9.1,207,,,,,,,,,,,,,F2.0,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",6 GB,Single-SIM,USB Type-C,미지원,167.2 mm,아니오,,Digital Zoom up to 10x,아니오,120fps @HD,아니오,64.0 MP + 5.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
3000,,,,,예,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,FHD?(1920 x 1080) @30fps,5.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD?(1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",블랙,2 GHz,,,,1480 x 720 (HD+),PLS TFT LCD,16 M,Octa-Core,예,예,64 GB,47.3 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)","B38(2600),B40(2300),B41(2500)",터치 바,147.1 x 71.6 x 9.2,172,,최대 13,최대 13,최대 13,,최대 56,,,,,최대 31,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,134.8 mm,아니오,,Digital Zoom up to 10x,아니오,,아니오,16.0 MP,F1.8,,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 13.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.1,아니오,예,예,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",화이트,1.2GHz,,,126.3 mm,720 x 1280 (HD),Super AMOLED,16M,Quad-Core,예,예,16,11.5,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)",,터치 바,142.1 x 71.8 x 7.9,146,최대 9,최대 9,최대 11,최대 13,2600,최대 62,- .,최대 19,- .,- .,최대 16,기어 서클(매니저 지원),,MicroSD (최대 128GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 13.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.1,아니오,예,예,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.2GHz,,,139.5 mm,720 x 1280 (HD),Super AMOLED,16M,Quad-Core,예,예,16,11.5,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)",,터치 바,152.4 x 78.6 x 7.6,171,최대 9,최대 9,최대 11,최대 13,3000,최대 76,,최대 18,,,,기어 서클(매니저 지원),,MicroSD (최대 128GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 8.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,아니오,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.1,아니오,아니오,예,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",화이트,1.2GHz,,,126.3 mm,1280 x 720 (HD),Super AMOLED,16M,Quad-Core,예,예,8,3.8,"B1(2100), B3(1800), B5(850), B7(2600), B8(900)",,터치 바,142.3 x 71.0 x 7.9,138,최대 9,최대 10,최대 12,최대 14,2600,최대 62,,최대 19,,,최대 18,,,MicroSD (최대 128GB),,,,"기어 서클(매니저 서포트), 기어 S2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 13.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,예,,아니오,"GPS, Glonass",Smart Switch (PC version),Bluetooth v4.1,아니오,예,예,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.2GHz,,,131.8 mm,1280 x 720 (HD),Super AMOLED,16M,Quad-Core,예,예,16,10.5,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)",,터치 바,145.8 x 72.3 x 8.1,158,최대 11,최대 12,최대 14,최대 16,3100,최대 75,,최대 21,,,,,f/1.9,MicroSD (최대 128GB),SIM 1,,,"기어 서클(매니저 서포트), 기어 S2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
